alba_name,sub_code,context
급식ㆍ푸드시스템,1110,"무엇보다 설거지, 청소, 음식재료 다듬기 등의 힘든 일을 잘 견디어낼 수 있는 인내심과 끈기, 강인한 체력이 요구된다. 평소 음식 만들기를 좋아하고 미각이 발달한 사람에게 적합하다. 현실형과 예술형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 신뢰성, 적응력 등의 성격을 가진 사람들에게 유리하다.조리사 및 주방장은 예민한 미각이 필요하며 새로운 음식 메뉴를 개발하기 위해 진취적이고 창의적인 사람에게 적합하다. 오랜 시간 서서 일해야 하기 때문에 이를 견딜 수 있는 인내심과 끈기, 체력이 요구된다. 주방에서 여럿이 같이 조리하는 경우가 많아 협동심이 필요하고, 또 고객에 대한 서비스 정신이 필요하다. 예술형과 탐구형의 흥미를 가진 사람에게 적합하다.영양사는 음식과 건강에 대한 전문적인 지식이 필요하며 조리법이나 음식메뉴를 개발하는 경우 분석적 사고 능력이 요구된다. 함께 근무하는 조리사 및 기타 종사자들과 원활한 의사소통이 가능해야 하며, 식단 및 소요 경비를 계획하거나 식품의 영양적 요건을 계산해야 하므로 꼼꼼함이 요구된다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 리더십, 정직성, 꼼꼼함 등의 성격을 가진 사람들에게 유리하다."
도시락ㆍ반찬,1120,"무엇보다 설거지, 청소, 음식재료 다듬기 등의 힘든 일을 잘 견디어낼 수 있는 인내심과 끈기, 강인한 체력이 요구된다. 평소 음식 만들기를 좋아하고 미각이 발달한 사람에게 적합하다. 현실형과 예술형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 신뢰성, 적응력 등의 성격을 가진 사람들에게 유리하다.조리사 및 주방장은 예민한 미각이 필요하며 새로운 음식 메뉴를 개발하기 위해 진취적이고 창의적인 사람에게 적합하다. 오랜 시간 서서 일해야 하기 때문에 이를 견딜 수 있는 인내심과 끈기, 체력이 요구된다. 주방에서 여럿이 같이 조리하는 경우가 많아 협동심이 필요하고, 또 고객에 대한 서비스 정신이 필요하다. 예술형과 탐구형의 흥미를 가진 사람에게 적합하다."
백화점ㆍ면세점,2010,"영업원은 기본적인 영업능력, 말하기, 설득력, 협상능력, 상황대처능력이 필요하며, 영업품목과 관련된 해박한 제품지식이 필요하다. 많은 잠재고객을 상대함에 따라 적극적이고 긍정적인 사고를 갖는 것이 중요하며 고객에게 신뢰감을 줄 수 있는 능력이 요구된다.책임감과 조심성이 있는 사람에게 적합하며, 혁신, 적응성 및 융통성, 분석적 사고 등의 성격을 가진 사람들에게 유리하다. 소비자가 상품을 사게끔 만드는 혁신적이고 창의적인 생각을 할 수 있는 사람에게 유리하다. 풍부한 마케팅 전공 지식과 실무 경험이 필요하다. 상품에 대한 시장분석자료를 분석하고 이를 바탕으로 시장의 미래 수요 및 소비자의 행동을 예측할 수 있는 통찰력과 판단력이 요구된다. 시장분석자료를 가지고 마케팅 전략 보고서나 기획안을 작성하고, 이를 상사나 의뢰자에게 설득시킬 수 있는 논리적인 설득력, 언어능력이 요구된다. 여러 명이 팀을 꾸려 업무를 진행하는 경우가 많기 때문에 타인을 배려할 수 있는 성품과 원만한 대인관계를 유지할 수 있는 능력을 갖추어야 한다.제품이나 서비스의 대한 정확한 가격을 파악하여 고객에게 정확하고 신속하게 금액을 징수하고 거스름돈을 준비할 수 있는 계산능력이 요구된다. 고객에 대한 서비스 정신과 적극성, 친절함 등이 요구된다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 사회성 등의 성격을 가진 사람들에게 유리하다."
복합쇼핑몰ㆍ아울렛,2013,"영업원은 기본적인 영업능력, 말하기, 설득력, 협상능력, 상황대처능력이 필요하며, 영업품목과 관련된 해박한 제품지식이 필요하다. 많은 잠재고객을 상대함에 따라 적극적이고 긍정적인 사고를 갖는 것이 중요하며 고객에게 신뢰감을 줄 수 있는 능력이 요구된다.홍보를 담당한 상품 및 상품의 특징, 장단점 등에 대해 숙지하고 있어야 하며, 고객을 설득하고 고객의 문의사항에 응답할 수 있는 설득력, 협상력, 의사소통능력이 요구된다. 불특정의 잠재고객을 상대로 상품이나 서비스의 홍보 활동을 하므로 적극적이고 능동적인 태도와 고객에 대한 서비스 정신, 인내심이 요구된다. 장시간 동안 서서 일하는 경우가 많으므로 강인한 체력이 필요하다. 진취형과 예술형의 흥미를 가진 사람에게 적합하다.제품이나 서비스의 대한 정확한 가격을 파악하여 고객에게 정확하고 신속하게 금액을 징수하고 거스름돈을 준비할 수 있는 계산능력이 요구된다. 고객에 대한 서비스 정신과 적극성, 친절함 등이 요구된다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 사회성 등의 성격을 가진 사람들에게 유리하다."
쇼핑몰ㆍ소셜커머스ㆍ홈쇼핑,2016,"정확한 언어구사력과 긴시간동안 사람들의 관심을 집중시킬 수 있는 화술이 필요하다. 다양한 분야에 대한 상식과 시장동향, 개인의 소비심리에 대한 지식을 갖추어야 한다. 순간적인 위기에 대처할 수 있는 능력과 순발력이 요구되고, 정보를 재미있게 전달할 수 있는 재치가 있어야 한다. 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 적응성, 스트레스 감내, 협조심 등의 성격을 가진 사람들에게 유리하다.전혀 모르는 고객을 대상으로 전화상으로 판매 활동을 수행하기 때문에 고객에게 친밀감과 신뢰감을 줄 수 있는 밝은 성격, 정확한 발음, 표준말, 적당한 말의 속도와 성량 등이 요구된다. 또한, 조리 있는 언변과 함께 상황에 맞게 대처할 수 있는 임기응변과 협상력, 설득력이 요구된다. 고객의 요구와 고객의 어떤 반응에도 견디어낼 수 있는 인내심과 적극적 자세 등이 필요하다. 진취형과 사회형의 흥미를 가진 사람에게 적합하다."
유통점ㆍ마트,2020,"상품중개인은 입찰가격을 신속·정확하게 계산할 수 있는 수리능력과 인내력, 자기 통제력 이 요구되며 사람들과의 원만한 의사소통을 할 수 있는 능력이 필요하다. 경매가 올바르게 이루어지도록 사명감과 책임감을 가지고 업무에 임하여야 하고 도덕적인 윤리의식이 필요하다. 진취형과 사회형의 흥미를 가진 사람에게 적합하며, 리더십, 정직성, 사회성 등의 성격을 가진 사람들에게 유리하다.현 물류체제의 문제점을 파악하여 새로운 물류 전략 및 기획을 수립할 수 있는 정보 수집 및 분석 능력이 요구된다. 물류체계 개선을 위한 다각적 대책 마련을 위한 창의성, 개방적 사고능력과 통찰력 등이 필요하다. 자신의 물류체제 개선 기획안을 실행시킬 수 있는 추진력과 이를 상사나 고객에게 설득시킬 수 있는 논리적인 언어능력과 의사소통능력이 필요하다.제품이나 서비스의 대한 정확한 가격을 파악하여 고객에게 정확하고 신속하게 금액을 징수하고 거스름돈을 준비할 수 있는 계산능력이 요구된다. 고객에 대한 서비스 정신과 적극성, 친절함 등이 요구된다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 사회성 등의 성격을 가진 사람들에게 유리하다."
편의점,2030,"제품이나 서비스의 대한 정확한 가격을 파악하여 고객에게 정확하고 신속하게 금액을 징수하고 거스름돈을 준비할 수 있는 계산능력이 요구된다. 고객에 대한 서비스 정신과 적극성, 친절함 등이 요구된다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 사회성 등의 성격을 가진 사람들에게 유리하다.현 물류체제의 문제점을 파악하여 새로운 물류 전략 및 기획을 수립할 수 있는 정보 수집 및 분석 능력이 요구된다. 물류체계 개선을 위한 다각적 대책 마련을 위한 창의성, 개방적 사고능력과 통찰력 등이 필요하다. 자신의 물류체제 개선 기획안을 실행시킬 수 있는 추진력과 이를 상사나 고객에게 설득시킬 수 있는 논리적인 언어능력과 의사소통능력이 필요하다."
의류ㆍ잡화매장,2050,"손재주와 미적 감각, 그리고 재봉틀 등의 기계를 다룰 수 있는 능력이 요구되며, 꼼꼼하고 차분한 성격의 소유자가 적합하다. 고객과의 명확한 의사소통을 통해 의복의 수선부위와 수선방향에 대해 정확하게 파악할 수 있는 능력과 고객에 대한 서비스정신이 요구된다. 현실형과 예술형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 인내, 책임감 등의 성격을 가진 사람들에게 유리하다.상점판매원은 상품구매를 권유하기 위해 협상, 설득, 말하기 능력이 필요하고 업무상 영업과 마케팅, 상품 제조 및 공정에 대한 지식과 이해가 요구된다. 많은 사람들을 접하기 때문에 활발하고 적극적인 사람에게 유리하며 항상 친절하고 고객에게 신뢰감을 줄 수 있는 능력이 요구된다. 사회형과 예술형의 흥미를 가진 사람에게 적합하며, 적응성, 독립성, 사회성 등의 성격을 가진 사람들에게 유리하다.영업원은 기본적인 영업능력, 말하기, 설득력, 협상능력, 상황대처능력이 필요하며, 영업품목과 관련된 해박한 제품지식이 필요하다. 많은 잠재고객을 상대함에 따라 적극적이고 긍정적인 사고를 갖는 것이 중요하며 고객에게 신뢰감을 줄 수 있는 능력이 요구된다."
뷰티ㆍ헬스스토어,2060,"피부관리사는 고객의 피부타입, 신체구조, 성격 등을 다양한 각도에서 파악할 수 있는 분석적 사고 능력이 요구된다. 고객을 가족같이 생각하는 긍정적인 마음가짐과 인내심이 필요하다. 또 많은 사람을 상대하므로 고객과의 원활한 의사소통과 원만한 대인관계가 요구된다. 예술형과 현실형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 자기통제 능력, 인내심, 적응력 등의 성격을 가진 사람들에게 유리하다.개개인에 알맞은 식생활 프로그램의 실시 및 상담 업무를 수행하기 위해 영양 조절 및 운동방법, 행동수정요법, 심리학 등에 대한 지식과 이해가 요구된다. 1:1로 고객을 관리하고 상담하기 때문에, 원만한 대인관계 능력, 의사소통능력, 그리고 고객에 대한 서비스 정신이 요구된다."
휴대폰ㆍ전자기기매장,2070,"매장에서 대여하는 상품의 특성, 종류 등에 대해 잘 알고 있어야 하며, 고객에게 상품을 권하여 대여 거래를 이룰 수 있는 적극적이고 융통성 있는 세일즈 능력이 요구된다. 까다로운 고객의 요구에도 웃으면서 대할 수 있는 서비스 정신, 인내심, 대인관계능력이 요구된다. 관습형과 사회형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 신뢰, 정직성 등의 성격을 가진 사람들에게 유리하다.고객의 요구를 정확하게 이해하고 분석하여 고객이 원하는 서비스와 제품을 소개할 수 있는 분석력과 판단력, 고객에 대한 서비스 정신이 요구된다. 판매를 담당하고 있는 자동차와 타 경쟁업체 자동차의 기능, 성능 등에 대한 지식을 가지고 있어야 하며, 고객의 구매를 유도할 수 있는 설득력과 의사소통능력이 요구된다. 새로운 차량의 정보나 정비 관련 정보를 고객에게 제공함으로서 고객과의 거래가 미래에 계속해서 성립될 수 있도록 하는 고객관리능력이 중요하다."
가구ㆍ침구ㆍ생활소품,2080,"창의적인 사고와 미적 감각, 색채 감각, 공간 지각력, 사물에 대한 관찰력이 있어야 한다. 초과근무를 할 때도 많기 때문에 강한 체력이 요구되며, 팀을 조직하고 관리할 수 있는 리더십이 필요하다. 여러 분야의 전문가들과 공동 작업하고 의견조율을 해야 하기 때문에 원활한 인간관계를 유지할 수 있어야 한다. 예술형과 진취형의 흥미를 가진 사람에게 적합하며, 책임감, 꼼꼼함, 신뢰성 등의 성격을 가진 사람들에게 유리하다.매장에서 대여하는 상품의 특성, 종류 등에 대해 잘 알고 있어야 하며, 고객에게 상품을 권하여 대여 거래를 이룰 수 있는 적극적이고 융통성 있는 세일즈 능력이 요구된다. 까다로운 고객의 요구에도 웃으면서 대할 수 있는 서비스 정신, 인내심, 대인관계능력이 요구된다. 관습형과 사회형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 신뢰, 정직성 등의 성격을 가진 사람들에게 유리하다."
서점ㆍ문구ㆍ팬시,2090,"출판물 제작에 대한 지식을 가지고 있어야 하며, 출판 영업 및 광고에 대한 실무 지식과 감각 등이 요구된다. 출판 시장의 흐름을 읽고 독자의 요구를 재빠르고 정확하게 파악할 수 있는 순발력과 분석력이 요구된다. 출판물의 기획과 제작 업무가 원활하게 진행될 수 있도록 출판물과 관련된 조직의 내ㆍ외부 사람들을 지휘할 수 있는 리더십과 설득력, 의사소통능력, 추진력이 요구된다. 예술형과 탐구형의 흥미를 가진 사람에게 적합하다.제품이나 서비스의 대한 정확한 가격을 파악하여 고객에게 정확하고 신속하게 금액을 징수하고 거스름돈을 준비할 수 있는 계산능력이 요구된다. 고객에 대한 서비스 정신과 적극성, 친절함 등이 요구된다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 정직, 남에 대한 배려, 사회성 등의 성격을 가진 사람들에게 유리하다.사서는 한문, 외국어, 컴퓨터 활용 능력이 필요하며 이용자와의 짧은 상담으로 원하는 자료를 신속하고 정확하게 제공할 수 있는 의사소통 능력이 필요하다. 쾌활하고 밝은 성격을 가진 사람에게 유리하며 서비스정신이 필요하다. 관습형과 사회형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 스트레스 인내, 사회성 등의 성격을 가진 사람들에게 유리하다."
약국,2100,"약사 및 한약사는 환자의 증상에 민첩하고 순발력이 있어야하며 업무에 필요한 컴퓨터 기술과 사업적인 관리능력이 필요하다. 의약품은 사람의 건강과 직결된 것이기 때문에 투철한 책임의식이 필요하며 약물 조제방법의 숙지가 필요하다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 신뢰성, 남에 대한 배려 등의 성격을 가진 사람들에게 유리하다.보건의료정보관리사는 의료분야의 전산화로 전문적인 전산지식이 필요하며 수많은 통계자료를 보며 업무를 수행하므로 분석적사고 능력이 필요하다. 차분하고 인내심과 꼼꼼한 사람에게 유리하며, 병원관계자나 관련 의료인들과 함께 협력하여 일을 수행하므로 원만한 대인관계가 필요하다. 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 분석적 사고, 정직성 등의 성격을 가진 사람들에게 유리하다."
농수산ㆍ청과ㆍ축산,2110,"경매와 상품 중개에 대한 지식을 가지고 있어야 하며, 경매는 주로 밤에 이루어지기 때문에 강인한 체력이 요구된다. 입찰 가격을 신속하고 정확하게 계산할 수 있는 수리능력과 의사소통능력이 요구된다. 진취형과 사회형의 흥미를 가진 사람에게 적합하다.과일이나 차 등의 과수작물재배에 대한 흥미와 관심을 가지고 있어야 하며, 재배 방법에 대한 지식과 기술이 요구된다. 과수작물재배 등의 농업일은 육체적인 노동이므로 신체적으로 건강해야 하며, 인내심과 끈기가 요구된다. 진취형과 현실형의 흥미를 가진 사람에게 적합하며, 인내, 성취, 꼼꼼함 등의 성격을 가진 사람들에게 유리하다."
화훼ㆍ꽃집,2120,"미적 감각과 색채 감각이 있어야 하며, 새로운 아이디어로 작품을 제작할 수 있는 창의력이 요구된다. 꼼꼼하게 만드는 것을 좋아하는 사람에게 적합하며 정교한 손동작과 건강한 체력이 필요하다. 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 혁신, 성취욕, 끊임없이 노력하는 성격을 가진 사람들에게 유리하다.원예작물 및 원예재배 등에 대한 흥미와 전문적 지식, 기술 등이 요구된다. 반복적인 시도와 실험을 통해 원하는 원예작물을 재배해낼 수 있는 끈기와 인내심이 필요하다.장미, 난, 선인장 등 화훼 재배에 대한 흥미와 관심을 가지고 있어야 하며, 재배 방법에 대한 지식과 기술이 요구된다. 화훼재배 등의 농업일은 육체적인 노동이므로 신체적으로 건강해야 하며, 인내심과 끈기가 필요하다. 탐구형과 예술형의 흥미를 가진 사람에게 적합하며, 인내심, 꼼꼼함, 성취 등의 성격을 가진 사람들에게 유리하다."
